doi,title,abstract
10.1093/oxfordhb/9780199368815.013.13,Epistemology and Philosophy of Science,"In this chapter, two significant connections between epistemology and philosophy of science are discussed: approaches to knowledge in traditional epistemology and in philosophy of science, and the roles played by instruments in the production of scientific knowledge. The author considers, in particular, how these roles can be illuminated by certain forms of epistemological theorizing, such as internalism and externalism. These considerations indicate the significance that internalist and externalist considerations play in the proper formulation of suitable epistemic conditions for scientific instruments. By engaging with this aspect of epistemological reflection, philosophers of science can be provided a better account of the epistemology of instruments, which produce some of the most significant pieces of knowledge in scientific practice. The author concludes that closer connections between epistemology and philosophy of science would be beneficial to both fields."
10.1093/oxfordhb/9780199368815.013.36,Philosophy and Cosmology,"Cosmological questions (e.g., how far the world extends and how it all began) have occupied humans for ages and given rise to numerous conjectures, both within and outside philosophy. To put to rest fruitless speculation, Kant argued that these questions move beyond the limits of human knowledge. This article begins with Kant’s doubts about cosmology and shows that his arguments presuppose unreasonably high standards on knowledge and unwarranted assumptions about space-time. As an analysis of the foundations of twentieth-century cosmology reveals, other worries about the discipline can be avoided too if the universe is modeled using Einstein’s general theory of relativity. There is now strong observational support for one particular model. However, due to underdetermination problems, the big cosmological questions cannot be fully answered using this model either. This opens the space for more speculative proposals again (e.g., that the universe is only part of a huge multiverse)."
10.1093/oxfordhb/9780199368815.013.4,Philosophy of the Physical Sciences,"The authors survey some debates about the nature and structure of physical theories and about the connections between our physical theories and naturalized metaphysics. The discussion is organized around an “ideal view” of physical theories and criticisms that can be raised against it. This view includes controversial commitments regarding the best analysis of physical modalities and intertheory relations. The authors consider the case in favor of taking laws as the primary modal notion, discussing objections related to alleged violations of the laws, the apparent need to appeal to causality, and the status of probability. The “ideal view” includes a commitment that fundamental physical theories are explanatorily sufficient. The authors discuss several challenges to recovering the manifest image from fundamental physics, along with a distinct challenge to reductionism based on acknowledging the contributions of less fundamental theories in physical explanations."
10.1093/oxfordhb/9780199368815.013.5,Philosophy of the Psychological and Cognitive Sciences,"This chapter surveys work in philosophy of the psychological and cognitive sciences. The survey is organized by the type of task that philosophers have taken on. The author focuses on four types of task: (1) how we should interpret theories in cognitive science, (2) how we should precisify theoretical concepts in cognitive science, (3) how theories or methodologies in cognitive science cohere, and (4) how cognitive states, processes, and capacities should be individuated."
10.1093/oxfordhb/9780199368815.013.6,Philosophy of the Social Sciences,"Naturalism is still facing a strong opposition in the philosophy of social science from influential scholars who argue that philosophical analysis must be autonomous from scientific investigation. The opposition exploits philosophers’ traditional diffidence toward social science and fuels the ambition to provide new foundations for social research. A classic anti-naturalist strategy is to identify a feature of social reality that prevents scientific explanation and prediction. An all-time favorite is the dependence of social phenomena on human representation. This article examines two prominent versions of the dependence thesis and concludes that they both fail. Contemporary social science is capable of accounting for the causal dependence of social reality on representation, and there is no reason to believe that social entities are ontologically dependent on the collective acceptance of a constitutive rule."
10.1093/oxfordhb/9780199368815.013.40_update_001,Philosophy of Neuroscience,"The experimental study of the brain has exploded in the past several decades, providing rich material for both philosophers of science and philosophers of mind. In this chapter, the authors summarize some central research areas in philosophy of neuroscience. Some of these areas focus on the internal practice of neuroscience, that is, on the assumptions underlying experimental techniques, the accepted structures of explanations, the goals of integrating disciplines, and the possibility of a unified science of the mind-brain. Other areas focus outwards on the potential impact that neuroscience is having on our conception of the mind and its place in nature."
10.15845/voices.v6i3.283,Therapy as Empowerment: Clinical and Political Implications of Empowerment Philosophy in Mental Health Practises of Music Therapy,"In this article the clinical and political implications of empowerment philosophy are elaborated with music therapy practices in mental health services as the point of departure. The concept and the philosophy of empowerment are discussed through a review of literature from community psychology, sociology and feminist psychology. Empowerment is connected to a resource-oriented perspective on music therapy that implies a focus upon the client's strengths and potentials and emphasizes the importance of collaboration and equality in the relationship between therapist and client."
10.1093/oxfordhb/9780199368815.013.2,Philosophy of Biology,"This chapter first defines philosophy of biology as a field of inquiry. It then briefly surveys the history of the field. It next presents the traditional core issues in philosophy of biology: the units of selection debate, fitness and the nature of selection, the species problem, systematics, adaptationism, and human nature. It then details some recent expansions of the field. One recent expansion has been to encompass molecular biology. Another has been to encompass ecology and conservation biology. The chapter concludes by identifying challenges at some of the field’s current frontiers: understanding the evolution of cooperation and the nature of biological individuality."
10.15603/1677-2644/correlatio.v17n1p117-133,"State Philosophy, Micro-Fascism, and New Materiality; Paul Tillich’s contribution to Recent Political Philosophy","The author analyzes the contemporary political situation in a more holistic way, from a relational /international perspective and in the light of the concept of ""politics of affect"" of Michel Foucault, Gilles Deleuze and Félix Guattari. So life in society is understood in terms of interdependence, collaboration, co-creation and empowerment. He also refers to the monistic and holistic vision of the human creative process in Tillich. From there, he seeks to meet some of the holistic demands of recent human and cultural sciences, in particular the fascism as mentality issue, binary segmentation and the trajectory of denial. The answer lies in an ontology of the potentialities in the sense of Tillich and Agamben."
10.1017/s0003975618000127,When Philosophy Met Social Psychology,"AbstractThe Polish Peasant in Europe and America is one of the foundational works of American and world sociology, famous for its innovative qualitative methodology. Its authors proposed new theoretical ideas, including a concept of social causality and a new theory of personality combining a biologistic concept of temperament with a culturalist concept of character. Interpreters of the book still disagree about the extent of each author’s actual contribution to the work and about its scientific status in light of modern sociological theories. This article claims that to understand the book one has to take into account the previous intellectual trajectories of both authors. As a theoretical dialogue between representatives of two contrary approaches, the work may serve as an alternative to the supposed theoretical “convergence” offered two decades later by Talcott Parsons."
10.1093/oso/9780190907136.003.0005,Kant on the Way to His Own Philosophy of Logic,"This chapter considers how Kant, from the mid-1760s through the mid-1770s, navigated between existing accounts of logic before finding his own voice. It highlights two breakthroughs that would contribute most to his mature theory of logic. The first breakthrough concerns Kant’s division of logic into two essentially different though complementary branches: a logic for the learned understanding and one for the common human understanding (to make it healthy), precursors to “pure logic” and “applied logic” respectively. This distinction not only marks a clear departure from the Leibnizian-Wolffian take on the relation between artificial and natural logics, but also pays homage to the humanist and Lockean practices of emphasizing certain ethical dimensions of logic. The second breakthrough is the emergence of “transcendental logic” from Kant’s efforts to secure metaphysics—particularly the first part thereof, ontology—as a proper science."
10.31874/2309-1606-2017-21-2-258-261,The Modern School in the European Educational Philosophy Discourse,"The article presents the results of the discussions during the XVIII International Conference “Education and the Perspectives of National Development” with the panel “The Contemporary School: Tendencies for Development and Reflections of the Experience”, which was conducted at National Pedagogical H. S. Skovo­roda University in Kharkiv, Ukraine on May, 19-20, 2017. A short review of reports made by participants of the conference, which were devoted to the problem of modernization of secondary education, are provided The school education reform in Ukraine should not be restricted by the program documents, but need to create a space for pedagogical and social creativity. Only under these conditions it would be possible to realize the modernization strategy of the contemporary school. The Eu­ropean experience of innovative development of school education is generalized."
10.31874/2309-1606-2017-21-2-46-56,Some Thoughts on Philosophy of Education,"Philosophy of education is usually understood as a special branch of philosophy. However, a noteworthy fact is that in many countries philosophy of education is not recognized as such and, consequently, is not taught in departments of philosophy, but rather in departments or faculties of education. In these cases the term “philosophy of education” is or was also used as a synonym for two things: firstly, for one of the educational sciences, and secondly, for one of the interpretations of that traditional academic discipline whose name has the same meaning and etymological origin in several languages: Pädagogik, pedagogika, pedagogija, pedagogia, pédagogie, and the like. Therefore, if we accept such interpretations, philosophy of education is not a constitutive part of philosophy. But, if it is not, then why is it called “philosophy”? And on the other hand, if philosophy of education is not the same as the history of philosophical ideas about education, if it is not just a kind of collection of what the great philosophers have said about education, then what is it?"
10.31874/2309-1606-2017-21-2-194-210,Gregory Skovoroda’s Philosophy of Education: the Difference of a Modern Vision,"The article is devoted to the analysis of the modern character of the Gregory Skovoroda’s philosophy of education. Unlike his contemporaries, he focuses on connections of philosophy and moral virtue. This position contradicts the tendency of a modern institutionalization of philosophy in the way of one more discipline of the modern research university. However, Skovoroda’s critical position does not put into question the modern content of his philosophy. On the contrary, Skovoroda’s understanding of philosophy reveals the salvific ways of its cognitive and practical rehabilitation. It is because his philosophy teaches people to be wise not only the university campus but in all spheres of their own lives. That is why he speaks not just of philosophy, but of the “philosophy of the heart”. Contrary to Christian thought, he believes that human’s transformation is possible not through faith and suffering, but through the discovery a “new body” on the ground of self-knowledge and love for oneself. Unlike the modern classical philosophy, Skovoroda considers self-knowledge, not as a function of mind alone, and the heart as a dichotomy to the mind. In accordance with contemporary educational theories based on the idea of anthropotechnical turn in philosophy, Skovoroda deems the heart an instrument for enhancing the mind. Involving the heart into the sphere of rational increases the thinking of knowledge about the specific situation of its embodiment and the cognitive capabilities of its carrier. According to Skovoroda, an important consequence of such human transformations should be the overcoming of fear and hatred of the “other”."
10.31874/2309-1606-2017-21-2-276-288,From Café-Philo – to the Horizons of Practical Philosophy,"The article is presented in the form of an interview with French philosophers André Masse-Stamberger and Olga Panchenko. It discusses the problems of practical philosophy in some communicational forms as café-philo, cinemaphilo, open conferences, philosophical consulting. The particularity of philosophical education in French universities are also covered in the paper. During the conversation, it was found that interdisciplinary connections of philosophy and psychology produce controversial opinions and require a more thorough elaboration of adjacent definitions; at the same time, it was pointed out that Oriental philosophy (and spiritual practices which are related to it) is gainingpopularity in modern Europe which gives example of a possible symbiosis of these scientific fields. The nature and key objectives of a philosophical café as an extra-academic place of philosophical practice has been discovered. Its distinctive features are an existence of a professional moderator, a strict conversational timing, a free choice of topics, an interactive discussion and a freedom of speech ina form of an equitable polylogue, a summary and an online report of activity. The Café-philo is also a process of a collegial search for the truth and an instrument of communication between intellectuals which creates a premise for further cocreation and cooperation. The opening of these discourses of practical philosophy for a wide audience demonstrates a high level of tolerance and democracy of the their members. The article identifies the philosophical aspect of masterpieces of the world cinematography that is embedded in the basis of a cinema-philo discourse in which the problems illustrated in a film are extrapolated on the topical problems of our time during its after-watching discussion. The particularity of the French educative projects of practical philosophy for children such as philosophical ateliers, meetings and discussions following the ideas of Bridgit Labbe and Oscar Brenifier have been found. Some features of the French education at universities are the following: a zero plagiarism tolerance in student texts, the priority of a deepened learning of primary sources, a multiplicity of programs, step-by-step course’ validation and a growth of a teaching in form of discussion.The main inference of the interview is the idea of a trending of practical philosophy in the existential and civilizational choice of humanity."
10.31874/2309-1606-2017-20-1-298-303,Central European Society for Philosophy of Education (CEUPES),"The author of this review as one of CEUPES founders presents basic ideas and short history of the Society, which was founded in 2011. Its activity aims at integration of the specialists'   interaction from different humanities and members of society who are interested in cooperation in educational studies in Central Europe. The practical activity of the Society includes: identifying the possibility to use the philosophy of education in formation of students' thinking in universities, exchange of views and ideas on contemporary problems of education in the region, cooperation between editors of scientific journals, organization of international scientific conferences. The author informs on the activities of the leading centers of the Society, results of international cooperation and presents the prospects of CEUPES activity."
10.31874/2309-1606-2017-20-1-235-245,Human Creative Potential of Philosophy: a Strategic Perspective of Higher Education," &#x0D;
 The paper reveals the human creative potential of philosophy, which is seen in the fact that philosophy, as “the technique of knowledge in freedom through creation of ideas”, can help the personality to master the technique of thinking and technique to be, and brings him/her into the broad contemporary context, which holds and opens the universal values and sense of humanity, comprehended in their past, present and future forms, and thus acts as a “advocate” and “therapist” of humanity. This potential of philosophy is extremely pertinent and should be actualized in the humanistic strategies of higher education in modern conditions, especially in the context of the Fourth Industrial Revolution. But for that philosophy (and philosophers) has to prove the praxeology effectiveness of its core functions – humanistic, worldview, cultural, therapeutic and maximize its human creative potential and mission in general. That implies an update of the philosophical education."
10.31874/2309-1606-2017-20-1-246-256,Must Philosophy be Mass doesn't it?,"The articles is based on the existence of a kind of gap between a philosopher and students. Future engineers and even journalists live in other system of ideals. The aim of author is not reasoning in the categories «of due», but study that, why students criticize philosophy. The are two groups of critics – simpletons and non-simpletons. A simpletons criticizes because a philosopher destroys the world clarity. A non-simpletons criticizes because sometimes a philosopher teaches the dogmas. Both criticisms determine the attitude toward a deconstruction. For a philosopher it would be easier to follow the demands of the simpletons and to revive a dogma. But in this case philosophy would be converted into ideology. Therefore a philosopher must answer upon requests non-simpletons: teach (and to learn) to freedom of thinking, ability to look at the generally accepted from the unusual point of view."
10.31874/2309-1606-2017-20-1-257-268,Detonation as Grammatological Version of Philosophy Texts Reading,"In the article the J. Derrida’s deconstruction interpretation is reasoned as a detonation. The deconstructor demonstrates that the strategic inflexion in a reading should be started from the tactics of rereading of already written as a «reading in between of lines». Derrida tries to revoke a «logocentric» intonation in favour of, as he thought, «grammatological» articulation. If it was true, we dealt with a field of unbounded, undivided tonation, the every in- of which had been always abrogated beforehand. However, in fact his deconstruction gives a voice those detonations, which will hardly have it as of right. When «Of grammatology» author was deconstructing texts he reread, he proceeded from «really obvious» in-tonation (there was supposed that the whole “logocentric” epoch was tuned on it), and aspired to interpret unheard before de-tonations instead of to balance in a field of tonation. It means his focal point is detonation (dispersion, scattering, burst etc.). As a result, «detonational processes» were activated in his own text too. Grammatological version of philosophy texts reading (detonation) is extrapolated on a modern learning approach. We suggest exploring the difference between the teacher-centred strategy and the learner-centred strategy. Derrida revocates «logocentric» intonation the same as he declines any subordination, which is focused mode of a lector-expertize’s voice as the only source of sense, in favour of «grammatological» articulation. In fact the deconstruction gives voice to suppressed detonation. Maximum of such diffusion allows us to acknowledge students have equal rights to be sources of sense. In West-European teaching discourse it names learner-centred strategy. The conclusion is that the new Derrida’s strategy of reading is divided on three tactic steps, two of which he could perform himself and showed to us, while he could only detect third one by his intuition and invited us to step there ourselves. The first step is the intoning as guiding lines obtaining for the next steps. Philosophy (metaphysics) is opened through traditional «intono-logical» (logocentric) reading strategy. The second step is «suspension» of intonation’s dictat for the sake of dе-tonation of the intoned (any mistake has a positive value. The third step is articulation as perfect techniques of simultaneous reading of in- and de-tonations in their inversely corresponding completeness, which opens the whole field of tonation. The model of the lack of domination promotes the learning situation as a «just play» for all participants: a freed from command role instructor just as one of equal-righted participants of learning process becomes the same learner as students. So every time they together should look for knowledge in the other way then before."
10.31874/2309-1606-2017-20-1-280-295,Art within Philosophy of Education. P.1.,"Man, culture and art are a unique integrity. Philosophy generalizes the world-view bases of a definite historical form of culture and determines to a great extent the character of the process of cognition, including the artistic one (the harmonization of sensual and rational spheres of consciousness, the optimization of various types of information - verbal, sensory, structural ones, the development of productive thinking, etc.). Culture is equal to creative activity. So, creativity is a cultural activity with characteristic innovative approaches to solving social, professional and personal problems. The article defines art as a special form of culture and the concept of philosophy of education. Ideological and philosophical, multicultural, and trans-disciplinary approaches to the analysis of art and the dynamics of culture creation become methodologically important. Philosophy, science and art are complementary. The philosophical, scientific, artistic knowledge, the spiritual and practical development of the world reveal new cultural senses of the sign-symbol. Philosophy of education, focused on the value of a human being and creativity, involves the development of culture and art, contributing to personal creative development.  Unfortunately, modern youth have a very limited knowledge of classical, especially sacred art. It is personality orientation that reveals the dialogue of art, artistic traditions, the functioning of philosophy of education as an open system capable of multicultural communication."
10.31874/2309-1606-2017-20-1-196-212,Competence Approach in the Philosophy of Education: Capabilities and Problems,This article analyzes the potential and problems of determining the content of education based on competencies. Were identified the main impacts of this process. Particular attention is paid to the implementation of the principle of comparability in the construction of modern educational standards. Analyzed the contradictions of General competences of the project Tuning. In the two tables are integrated contradiction competence on three educational levels and general competencies two lists of project Tuning.
10.31874/2309-1606-2017-20-1-269-279,Model of Instrumentalism in the Philosophy of Education of Pragmatism and the Neopragmatism Conception,"The system-integration aspect of social philosophy and education management is analyzed in the interaction of the concepts of pragmatism and neo-pragmatism instrumentalism in the formation of socio-value orientations. We study the  instrumentalist aspect of social philosophy and management of education, psychology and pedagogy concepts of pragmatism and neopragmatism as industry management knowledge about the development of man and society. Carried out an analysis of the concept of management and philosophy of instrumentalism, and classification of the essence of the existing schools, trends and ideological contradictions between them are revealed."
10.12737/monography_5ba0ef445c36f6.69236473,Philosophy of Economics in Russia: birth of tradition,"The monograph deals with various problems of formation of the philosophy of Economics in Russia, its relationship with the philosophy of economy, as well as the structure of the philosophy of Economics, its functions and subject.&#x0D;
Designed for bachelors, masters and postgraduates studying philosophy and Economics, as well as other courses related to philosophical and methodological problems of economic science."
10.1093/oso/9780198823520.003.0006,The Mathematical Principles of Natural Philosophy,"As one of the great Renaissance champions of Aristotle, Lefèvre might be expected to be wary of mathematics in natural philosophy. As humanists, Lefèvre and his circle might be expected to avoid subjects such as the latitude of forms. Yet in certain dialogues Lefèvre offered an explicit rehabilitation of scholastic mathematical physics. This text assumed a metaphysics of making which allowed Lefèvre, Bovelles, and others to think of mathematical objects as relating to physical causes. They provide an account of knowing as making that responded to fifteenth-century concern about the balance of the active and the contemplative lives. These central moves in the making of a mathematical physics are the subject of this chapter."
10.32508/stdj.v19i3.486,Republican thought in Niccolò Machiavelli’s main political philosophy,"Republican thought is Niccolò Machiavelli’s main political philosophy. This thought not only exists in his most important work named “Discorsi sopra la prima Deca di Tito Livio” but was also hidden in his masterpiece named “Il Principe”. This paper explores Niccolò Machiavelli’s republican thought in both of his above-mentioned works, particularly in “Discorsi sopra la prima Deca di Tito Livio”. Through specific evidences, the paper points out that republican government is Machiavelli’s most favourite political model, and the principality in his“Il Principe” is just his tactic solution or just his means to reach his ends which are to establish a republic in Italia."
10.1093/oso/9780198827030.001.0001,Oxford Studies in Medieval Philosophy Volume 6,"Oxford Studies in Medieval Philosophy annually collects the best current work in the field of medieval philosophy. The various volumes print original essays, reviews, critical discussions, and editions of texts. The aim is to contribute to an understanding of the full range of themes and problems in all aspects of the field, from late antiquity into the Renaissance, and extending over the Jewish, Islamic, and Christian traditions. Volume 6 includes work on a wide range of topics, including Tianyue Wu on Augustine’s theory of predestination, Fedor Benevich on the reality of non-existent objects within the Islamic tradition, Laurent Cesalli and Irène Rosier-Catach on Roger Bacon’s semantics, Therese Scarpelli Cory on Thomas Aquinas’s attitude toward empiricism, Jeffrey Hause on fraternal correction in later medieval ethics, Peter King on the relationship between Marguerite Porete and Godfrey of Fontaines, and Can Laurens Löwe on John Buridan’s views about the individuation of powers."
10.1093/oso/9780199588367.003.0010,Political Philosophy,"Although Herder is not usually known as a political philosopher, he in fact developed what is perhaps the most important political philosophy of his age. In domestic politics he was a liberal, a democrat, and an egalitarian; in international politics the champion of a distinctive pluralistic form of cosmopolitanism that sharply rejected imperialism, colonialism, slavery, and all other forms of exploitation of one people by another. Spanning both domains, while he enthusiastically shared the substantive goals of supporters of human rights he also developed a subtle critique of the concept itself, replacing it with his own concept of humanity. His political philosophy is theoretically minimalist and is all the stronger for being so."
10.1093/oso/9780199588367.003.0002,Philosophy of Language,"This chapter begins with a consideration of Herder’s best-known thesis in the philosophy of language—that the origins of language are natural rather than divine—but especially emphasizes three theses of much greater relevance today: (1) thought is essentially dependent on and bounded by language; (2) meaning consists in word-usage; and (3) all concepts are rooted in sensations. Theses (1) and (2) essentially founded modern philosophy of language. All three theses play foundational roles in Herder’s hermeneutics and theory of translation. The chapter argues that Herder’s positive arguments for these theses are powerful, and that he also develops sophisticated answers to objections to them based on seeming counterexamples, such as the occurrence of thought and meaning in non-linguistic animals and in non-linguistic art. The chapter concludes with a briefer consideration of additional principles that Herder develops in the philosophy of language, such as that language is fundamentally social in character."
10.1093/oso/9780199588367.003.0006,Philosophy of Mind,"Herder developed a very powerful and influential philosophy of mind. He was the source of Hegel’s famous threefold distinction between subjective, objective, and absolute mind (or Geist). Concerning the fundamental mind–body question he wavered between neutral monism and materialism, but developed a theory that has marked advantages over rival theories such as dualism, mind–brain identity, and behaviorism. Accordingly, he also developed a naturalized reconception of immortality. He also worked out an important theory of the unity of the mind’s faculties. In addition, he argued both that minds are fundamentally social and that they nonetheless include individuality. And finally, he developed a rich and original theory of the unconscious. These positions are not only of great intrinsic value, but also exercised a powerful influence on successors such as Hegel, Schleiermacher, and Nietzsche."
10.1093/oso/9780199588367.003.0009,Philosophy of History,"Herder makes a number of vitally important contributions to the philosophy of history. His well-known teleological conception of history as a realization of humanity and reason was influential but is probably untenable. A more intrinsically important contribution is a deep commitment to historicization, or the radical transformation of phenomena over time, including historicism, or the deep mutability of human mental life over the course of history. Others are a closely related commitment to reorienting historiography away from explanation towards understanding; a “genetic” or “genealogical” method for explaining psychological phenomena in light of their emergence out of earlier origins and transformations thereof; a conception of historical Bildung; and a recognition that historicism leads to, or exacerbates, skeptical problems, together with a promising strategy for coping with such problems in the domain of value. Herder’s influence in this whole area on thinkers such as Hegel, Nietzsche, and Dilthey was enormous."
10.1093/oso/9780199588367.003.0008,Moral Philosophy,"Herder develops a number of very important principles both in meta-ethics and in first-order morality. In meta-ethics he argues for a form of sentimentalism, but a form of it that acknowledges a role for cognition in the sentiments involved and which emphasizes their radical variability between periods and cultures. He also invents a “genetic” or “genealogical” method predicated on such variability and applies it to moral values in particular in order to make them better understood. And finally, he develops an ambitious theory and practice of moral pedagogy that rests on his sentimentalism and which accordingly focuses on causal influences on moral character formation, such as role models and literature. In first-order morality he invents an important pluralistic form of cosmopolitanism to replace the more usual but problematic homogenizing cosmopolitanism of the Enlightenment; an influential ideal of individual Bildung, or self-formation; and a distinctive ideal of humanity."
10.1093/oso/9780199588367.001.0001,Herder's Philosophy,"This book considers Herder’s philosophy in the round and argues that it is both far more impressive in quality and far more influential in modern thought than has previously been realized. After an introduction on Herder’s intellectual biography, philosophical style, and general program in philosophy, there are chapters on his philosophy of language, his hermeneutics, his theory of translation, his contribution of the philosophical foundations for both linguistics and cultural anthropology, his philosophy of mind, his aesthetics, his moral philosophy, his philosophy of history, his political philosophy, his philosophy of religion, and his intellectual influence. The book argues that he contributed vitally important ideas in all of these areas; that in many of them his ideas were seminal for subsequent philosophers, including Friedrich Schlegel, Schleiermacher, Wilhelm von Humboldt, Hegel, and Nietzsche; that they indeed founded whole new disciplines, such as linguistics, anthropology, and comparative literature; and that moreover they were in many cases even better than what these subsequent thinkers and disciplines went on to make of them."
10.1093/oso/9780199588367.003.0011,Philosophy of Religion,"Like most German philosophers of his day Herder was no radical critic of religion and Christianity in the later manner of Marx or Nietzsche, but some of his contributions in this area did advance their sort of project. He was a liberal Christian, in terms of both tolerance and doctrine—examples of the latter sort of liberalism being his naturalized conception of immortality and his neo-Spinozism. In fact, he was the central figure in the emergence of neo-Spinozism, which he developed by the mid-1770s and which went on to constitute the foundations of both German Romanticism and post-Kantian German Idealism. He developed important new secular principles of biblical interpretation and thereby made important interpretive discoveries concerning the Bible. He conceived the novel project of a comparative study of religions and mythologies. And despite being a devout Christian, he also developed stinging criticisms of the history of organized Christianity."
10.1017/s0031819118000232,Is There Progress in Philosophy? The Case for Taking History Seriously,"AbstractIn response to widespread doubts among professional philosophers (Russell, Horwich, Dietrich, McGinn, Chalmers), Stoljar argues for a ‘reasonable optimism’ about progress in philosophy. He defends the large and surprising claim that ‘there is progress on all or reasonably many of the big questions’. However, Stoljar's caveats and admitted avoidance of historical evidence permits overlooking persistent controversies in philosophy of mind and cognitive science that are essentially unchanged since the 17th Century. Stoljar suggests that his claims are commonplace in philosophy departments and, indeed, the evidence I adduce constitutes an indictment of the widely shared view among professional analytic philosophers."
10.22146/kawistara.27690,PARTICIPATION OF BRAYUT VILLAGE SOCIETY ON THE DEVELOPMENT OF TOURISM VILLAGE BASED ON ECOTOURISM AS A REPRESENTATION OF HUMAN NATURE PHILOSOPHY,"The environmental crisis is a problem that has a serious impact for life on the earth. Drought, climate change, and environmental degradation are the part of the environmental crisis which is caused by human intervention to the environment. This paper is discussesed a study case about participation of Brayut Village society, Pendowoharjo, Sleman, Yogyakarta Special Region in developing of tourist village based on ecotourism. Brayut has developed the village based on ecotourism in order to maintain the natural conservation which is concern on agriculture. The participation of Brayut society in the implementation of ecotourism is represents environmental awareness attitude which is deliver a point to the public about a response to the environment crisis in Pendowoharjo, Sleman, Yogyakarta Special Region. Also as a reflection of human nature philosophy that shows a human responsibility to the environment."
10.3390/philosophies3040027,Natural Philosophy and Natural Logic,"1. Nature has its own logic, which does not follow the human will. Nature is itself; it exists, moves, changes, and evolves according to its own intrinsic ways. Human and human society, as a product of a specific stage of natural development, can only be a concrete manifestation of the logic of nature. 2. In the broad sense, nature refers to all, both phenomena and processes, in the universe. It includes human society spiritual phenomena. In a narrow sense, nature refers to the world outside the society and opposed to society as well, or refers to the research objects of natural sciences 3. The narrow natural philosophy is in the intermediary position between the natural sciences and the overall philosophy (the supreme philosophy, an advocation of Kun Wu’s philosophy of information. For further detail, please refer to the subscript in the following.). Furthermore, it is an independent sub-level philosophical discipline; the broad natural philosophy is a meta-philosophy or supreme philosophy, stipulating the entire world from the dimensions of nature itself. 4. Natural philosophy reveals the laws of nature’s own existence, movement, change, and evolution. This determines that the way of expressing natural philosophy is necessarily natural ontology. The construction of the theoretical system of natural philosophy is inevitably a process of abandoning cognitive mediums of human beings through reflection. It is necessary for us to conclude that natural philosophy is the stipulation of nature itself, which comes out of the nature itself. So, we must explain the nature from the standpoint of the nature itself. 5. The true philosophy should move from the human world to the nature, finding back Husserl’s suspended things, and establish a brand-new philosophy in which man and nature, substance, information, and spirit are united. This kind of philosophy is able to provide contemporary ecological civilization with a reasonable philosophical foundation, rebuilding natural philosophy in a new era, which is a very urgent task for contemporary philosophers. 6. The unity of philosophy and science cannot be seen merely as an external convergence, but also as an intrinsic fusion; a true philosophy should have a scientific character, and science itself must have a philosophical basis. The unity of such an intrinsic fusion of science and philosophy can be fully demonstrated by the practical relationship of development between human philosophy and science. 7. In addition to the narrow path along epistemology, linguistics, and phenomenology, the development of human philosophy has another path. This is the development of philosophy itself that has been nurtured and demonstrated during the development of general science: On the one hand, the construction of scientific rationality requires philosophical thinking and exploration; On the other hand, the progress of science opens the way for the development of philosophy. 8. In the real process of the development of human knowledge, science and philosophy are regulated, contained, and merged with each other in the process of interaction. The two are inlaid together internally to form an interactive dynamic feedback loop. The unified relationship of mutual influence, regulation, promotion and transformation presented in the intrinsic interplay of interaction between science and philosophy profoundly breeds and demonstrates the general way of human knowledge development: the philosophicalization (a term used in Kun Wu’s philosophy of information. For more details please see in Kun Wu, 2016, The Interaction and Convergence of the Philosophy and Science of Information, https://doi.org/10.3390/philosophies1030228) of science and scientification (a term used in Kun Wu’s philosophy of information. For more detail, please see in Kun Wu, 2016, The Interaction and Convergence of the Philosophy and Science of Information, https://doi.org/10.3390/philosophies1030228) of philosophy. 9. We face two types of dogmatism: one is the dogmatism of naturalism, and the other is the dogmatism of the philosophy of consciousness. One of the best ways to overcome these tendencies of dogmatism is to unite natural ontology, and epistemic constructivism. The crisis of contemporary philosophy induced by the western consciousness philosophy seems like belonging to the field of epistemology, but the root of this crisis is deeply buried in the ontology. The key to solving the crisis of contemporary philosophy lies precisely in the reconstruction of the doctrine of natural philosophy centering to the nature itself and excluding God. The task to be accomplished by this new natural philosophy is how to regain the natural foundation of human consciousness after the God has left the field. 10. Since the 1980s, the philosophy of information established and developed in China has proposed a theory of objective information, as well as the dual existence and dual evolution of matter and information (a key advocation in the ontological theory of Kun Wu’s philosophy of information). It is this theory that has made up for the vacancy existing between matter and mind, which apparently exists in Cartesian dualism, after the withdrawal of the God’s from the field. Philosophy of information in China is first and foremost a natural philosophy that adheres to naturalistic attitudes. Second, this natural philosophy explains the human, human mind and human society in the interpretation of the process and mechanism of natural evolution. In this connection, philosophy of information (a key advocation of Kun Wu’s philosophy of information) in China is a system of meta-philosophy or supreme philosophy. This system undoubtedly has the nature of a new natural philosophy. At the same time, this philosophy can better reflect the philosophical spirit of the information age."
10.25180/lj.v20i1.119,Non-Philosophy and the uninterpretable axiom,"This article connects François Laruelle's non-philosophical experiments with the axiomatic method to non-philosophy's anti-hermeneutic stance. Focusing on two texts from 1987 composed using the axiomatic method, ""The Truth According to Hermes"" and ""Theorems on the Good News,"" I demonstrate how non-philosophy utilizes structural mechanisms to both expand and contract the field of potential models allowed by non-philosophy. This demonstration involves developing a notion of interpretation, which synthesizes Rocco Gangle's work on model theory with respect to non-philosophy with Laruelle's critique of hermeneutics. I use Alexander Galloway's interpretation of ""The Truth According to Hermes"" as a case study of the limits non-philosophy sets upon its use as a basis for philosophical models, in contrast to arguments by Gangle regarding non-philosophy's greater genericity in comparison to philosophy. "
